Date,Close
2025-02-14,633.75
2025-02-13,634.5
2025-02-12,632.15
2025-02-11,634.7
2025-02-10,644.1
2025-02-07,649.25
2025-02-06,661.55
2025-02-05,668.75
2025-02-04,677.05
2025-02-03,673.35
2025-02-01,694.2
2025-01-31,670.65
2025-01-30,672.15
2025-01-29,671.85
2025-01-28,663.95
